protein_set_id;sup;accession;gene_name;description;protein_set_score;is_validated;selection_level;#sameset_protein_matches;#subset_protein_matches;coverage;MW;#observable_peptides;#sequences;#specific_sequences;#peptides;#specific_peptides;#peptide_matches;#specific_peptide_matches;peptides_count_A_01.raw.mzDB.t.xml;peptides_count_A_02.raw.mzDB.t.xml;peptides_count_A_03.raw.mzDB.t.xml;peptides_count_A_04.raw.mzDB.t.xml;peptides_count_B_01.raw.mzDB.t.xml;peptides_count_B_02.raw.mzDB.t.xml;peptides_count_B_03.raw.mzDB.t.xml;peptides_count_B_04.raw.mzDB.t.xml;peptides_count_C_01.raw.mzDB.t.xml;peptides_count_C_02.raw.mzDB.t.xml;peptides_count_C_03.raw.mzDB.t.xml;peptides_count_C_04.raw.mzDB.t.xml;psm_count_A_01.raw.mzDB.t.xml;psm_count_A_02.raw.mzDB.t.xml;psm_count_A_03.raw.mzDB.t.xml;psm_count_A_04.raw.mzDB.t.xml;psm_count_B_01.raw.mzDB.t.xml;psm_count_B_02.raw.mzDB.t.xml;psm_count_B_03.raw.mzDB.t.xml;psm_count_B_04.raw.mzDB.t.xml;psm_count_C_01.raw.mzDB.t.xml;psm_count_C_02.raw.mzDB.t.xml;psm_count_C_03.raw.mzDB.t.xml;psm_count_C_04.raw.mzDB.t.xml;raw_abundance_A_01.raw.mzDB.t.xml;raw_abundance_A_02.raw.mzDB.t.xml;raw_abundance_A_03.raw.mzDB.t.xml;raw_abundance_A_04.raw.mzDB.t.xml;raw_abundance_B_01.raw.mzDB.t.xml;raw_abundance_B_02.raw.mzDB.t.xml;raw_abundance_B_03.raw.mzDB.t.xml;raw_abundance_B_04.raw.mzDB.t.xml;raw_abundance_C_01.raw.mzDB.t.xml;raw_abundance_C_02.raw.mzDB.t.xml;raw_abundance_C_03.raw.mzDB.t.xml;raw_abundance_C_04.raw.mzDB.t.xml;abundance_A_01.raw.mzDB.t.xml;abundance_A_02.raw.mzDB.t.xml;abundance_A_03.raw.mzDB.t.xml;abundance_A_04.raw.mzDB.t.xml;abundance_B_01.raw.mzDB.t.xml;abundance_B_02.raw.mzDB.t.xml;abundance_B_03.raw.mzDB.t.xml;abundance_B_04.raw.mzDB.t.xml;abundance_C_01.raw.mzDB.t.xml;abundance_C_02.raw.mzDB.t.xml;abundance_C_03.raw.mzDB.t.xml;abundance_C_04.raw.mzDB.t.xml
67648;1;sp|P0A9L3|FKBB_ECOLI;;sp|P0A9L3|FKBB_ECOLI FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) OX=83333 GN=fklB PE=1 SV=2;92,538;true;2;1;0;0;0;-1;3;3;3;3;13;13;1;2;1;;;;;;1;3;1;3;1;2;1;0;0;0;0;0;1;3;1;3;2132519,25;1807631,38;2005259,25;1953128,12;457836;1004756,12;400491,41;473461,06;1607308,75;2492598;2305776,25;1968720,5;1829598,38;1600669,88;1891154,38;1805480,88;467037,12;1018068,31;395229,94;472368,44;1647820,38;2500578;2322624;1968720,5
67652;1;sp|P00350|6PGD_ECOLI;;sp|P00350|6PGD_ECOLI 6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) OX=83333 GN=gnd PE=1 SV=2;1195,124;true;2;1;0;0;0;-1;23;23;23;23;311;311;11;15;15;15;5;4;5;6;16;16;16;17;11;15;16;15;5;4;6;6;16;17;17;17;16448459;16789320;27239314;17115072;7397185,5;6686235,5;7421765,5;7706097;17020868;16270187;16618214;17104670;14111981;14867060;25689328;15821256;7545845,5;6774822,5;7324261,5;7688313,5;17449874;16322276;16739638;17104670
67691;1;sp|P17169|GLMS_ECOLI;;sp|P17169|GLMS_ECOLI Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) OX=83333 GN=glmS PE=1 SV=4;205,058;true;2;1;0;0;0;-1;5;5;5;5;53;53;1;3;5;2;1;;;1;2;4;3;3;1;3;5;2;1;0;0;1;2;5;4;4;3040650,75;3476945,5;2884049,75;2939417,25;1244508,75;1236591,88;912992,94;1036115,75;2532018,5;2395549,5;1831521,75;2737555,75;2608731,25;3078859,5;2719939,25;2717211,75;1269519,62;1252975,62;900998,5;1033724,69;2595837,25;2403219;1844904;2737555,75
67710;1;sp|P0AFG8|ODP1_ECOLI;;sp|P0AFG8|ODP1_ECOLI Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=aceE PE=1 SV=2;421,004;true;2;1;0;0;0;-1;8;8;8;8;85;85;4;3;3;3;1;1;2;1;5;4;5;5;4;3;3;3;2;1;2;2;5;4;5;5;3073935,25;5239795;3680435;2736930,25;774558,44;533258,12;1249317,75;1374271,38;3766811,5;2868730,75;3002474;3427094,5;2637287,75;4639874,5;3471008;2530031,25;790124,81;540323,31;1232904,88;1371099,75;3861753;2877915;3024412,25;3427094,5
67734;1;sp|P77395|YBBN_ECOLI;;sp|P77395|YBBN_ECOLI Uncharacterized protein YbbN OS=Escherichia coli (strain K12) OX=83333 GN=ybbN PE=1 SV=2;25,606;true;2;1;0;0;0;-1;1;1;1;1;2;2;;;;;;;;;1;1;;;0;;0;;0;0;;0;1;1;0;0;558825,56;;186635,66;;191407,2;150560,11;;166480,34;429990,38;376749,78;588016,75;437798,44;479445,28;;176015,58;;195253,92;152554,91;;166096,14;440828,12;377955,94;592313,19;437798,44
67738;1;sp|P0A7J7|RL11_ECOLI;;sp|P0A7J7|RL11_ECOLI 50S ribosomal protein L11 OS=Escherichia coli (strain K12) OX=83333 GN=rplK PE=1 SV=2;146,916;true;2;1;0;0;0;-1;3;3;3;3;38;38;3;3;2;3;;;;;2;3;3;2;3;3;2;3;0;0;0;0;2;3;3;2;5826528;6501081;6695168;5671247;2748820,25;2350751,5;3287976;2232552,5;7018567;6417504;7577040;7212275,5;4998879;5756752;6314194,5;5242528;2804063,25;2381897;3244780;2227400,25;7195468;6438049,5;7632403;7212275,5
67741;1;sp|P0A6L0|DEOC_ECOLI;;sp|P0A6L0|DEOC_ECOLI Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=1 SV=1;50,898;true;2;1;0;0;0;-1;1;1;1;1;5;5;1;;;;;;;;;1;1;;1;0;0;0;0;;0;;0;1;1;0;755589,69;536958;275804,69;352284,59;151865,52;;129760,05;;261228,38;378036,44;386264,66;346087,66;648259,38;475480,03;260110,64;325653,56;154917,56;;128055,32;;267812,56;379246,72;389086,97;346087,66
67750;1;sp|P68919|RL25_ECOLI;;sp|P68919|RL25_ECOLI 50S ribosomal protein L25 OS=Escherichia coli (strain K12) OX=83333 GN=rplY PE=1 SV=1;86,981;true;2;1;0;0;0;-1;3;3;3;3;26;26;1;2;2;2;;1;1;1;1;1;1;1;1;2;2;2;0;1;1;1;1;1;1;1;4227245;4503522,5;4539957;4228765,5;1478142;1632716;1617225;1975155,25;4506082;4945460;4831111;3702186;3626771,75;3987900,5;4281620,5;3909091;1507848,25;1654348,25;1595978,75;1970597;4619656,5;4961293;4866410;3702186
67754;1;sp|P77581|ASTC_ECOLI;;sp|P77581|ASTC_ECOLI Succinylornithine transaminase OS=Escherichia coli (strain K12) OX=83333 GN=astC PE=1 SV=1;1124,37;true;2;1;0;0;0;-1;19;19;20;20;265;265;14;14;12;12;5;4;5;3;14;14;15;13;15;14;12;14;5;4;6;3;14;14;15;14;15742709;16427977;16075204;17041794;7315456;6531770,5;8117570,5;6268274,5;15701037;17823200;17135166;16631633;13506483;14547084;15160481;15753514;7462474;6618311;8010926;6253809;16096775;17880262;17260370;16631633
67755;1;sp|P0A7L0|RL1_ECOLI;;sp|P0A7L0|RL1_ECOLI 50S ribosomal protein L1 OS=Escherichia coli (strain K12) OX=83333 GN=rplA PE=1 SV=2;679,732;true;2;1;0;0;0;-1;12;12;14;14;156;156;8;7;7;7;6;5;4;6;6;11;10;10;9;8;7;7;6;5;4;6;6;11;10;10;24028360;22682134;21127036;21067728;10302999;9059132;9130462;8914040;21321546;24060410;23133060;21356634;20615168;20085184;19924848;19475110;10510059;9179158;9010510;8893468;21858946;24137440;23302086;21356634
67796;1;sp|P04805|SYE_ECOLI;;sp|P04805|SYE_ECOLI Glutamate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=gltX PE=1 SV=1;76,977;true;2;1;0;0;0;-1;2;2;2;2;7;7;1;1;1;1;;;;;;1;1;;1;1;1;1;0;;;;0;1;1;;1702836,12;1216429,5;9303951;1253429,25;1145035,88;;;;801288;792555,06;588946,31;;1460951;1077156,75;8774530;1158676,12;1168047,62;;;;821484,19;795092,44;593249,56;
67800;1;sp|P76621|CSID_ECOLI;;sp|P76621|CSID_ECOLI Protein CsiD OS=Escherichia coli (strain K12) OX=83333 GN=csiD PE=1 SV=2;91,738;true;2;1;0;0;0;-1;1;1;1;1;20;20;;;1;1;;;;1;1;1;1;1;;;1;1;;;;1;2;2;1;1;;;234798,33;286340,44;;;;85467,46;249158;237546,41;202606,73;201374,09;;;221437,66;264694,47;;;;85270,22;255437,94;238306,91;204087,12;201374,09
67848;1;sp|P0A6K6|DEOB_ECOLI;;sp|P0A6K6|DEOB_ECOLI Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=1 SV=1;132,408;true;2;1;0;0;0;-1;3;3;3;3;16;16;;1;1;1;;;;;;2;1;3;0;1;1;1;0;0;0;0;0;2;1;3;2535749,75;3146608;2161311,5;2356599,25;714754,62;1193265;931085,62;1149082,5;2645755;1935441,75;2520807,25;2178355,5;2175550,5;2786343;2038327;2178451,5;729119;1209074,88;918853,5;1146430,75;2712440,5;1941638;2539226,25;2178355,5
67851;1;sp|P31663|PANC_ECOLI;;sp|P31663|PANC_ECOLI Pantothenate synthetase OS=Escherichia coli (strain K12) OX=83333 GN=panC PE=1 SV=1;52,099;true;2;1;0;0;0;-1;1;1;1;1;14;14;1;;1;;1;;1;;;1;1;1;1;0;1;0;1;0;1;0;0;2;1;1;341593,69;300563,25;292288,47;295049,47;96129,92;162716,97;162200,72;129654,05;330346,78;263490,53;226077,02;258574,41;293070,84;266150,84;275656,44;272745,16;98061,84;164872,83;160069,8;129354,84;338673,06;264334,09;227728,89;258574,41
67862;1;sp|P09127|HEMX_ECOLI;;sp|P09127|HEMX_ECOLI Protein HemX OS=Escherichia coli (strain K12) OX=83333 GN=hemX PE=1 SV=1;34,465;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67870;1;sp|P0AGE6|CHRR_ECOLI;;sp|P0AGE6|CHRR_ECOLI Quinone reductase OS=Escherichia coli (strain K12) OX=83333 GN=chrR PE=1 SV=1;36,454;true;2;1;0;0;0;-1;1;1;1;1;2;2;;1;;;;;;;;;;;0;1;0;0;;;;;0;0;0;0;363997,28;443293,78;189213,06;263723,84;;;;;180776,8;175877,95;157861,28;198492,73;312292,03;392539,72;178446,31;243787,59;;;;;185333,22;176441,03;159014,72;198492,73
67884;1;sp|P0AGK8|ISCR_ECOLI;;sp|P0AGK8|ISCR_ECOLI HTH-type transcriptional regulator IscR OS=Escherichia coli (strain K12) OX=83333 GN=iscR PE=1 SV=1;46,303;true;2;1;0;0;0;-1;1;1;1;1;14;14;;1;;;;;;;1;1;;1;0;1;0;0;0;;0;0;1;1;0;1;176326,75;201162,64;108064,06;146942,5;57549,2;;62279,98;52478,24;132499,62;168279,05;113555,07;134202,33;151279,81;178130,91;101914,92;135834,36;58705,77;;61461,78;52357,13;135839,23;168817,8;114384,78;134202,33
67901;1;sp|P0A805|RRF_ECOLI;;sp|P0A805|RRF_ECOLI Ribosome-recycling factor OS=Escherichia coli (strain K12) OX=83333 GN=frr PE=1 SV=1;52,584;true;2;1;0;0;0;-1;1;1;1;1;2;2;;;;;;;;;;1;;;;0;;;;;;0;0;1;0;0;;310620,41;;;;;;188602,11;358705,53;481038,38;545582,25;489843,41;;275056,53;;;;;;188166,86;367746,59;482578,41;549568,62;489843,41
67910;1;sp|P37666|GHRB_ECOLI;;sp|P37666|GHRB_ECOLI Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) OX=83333 GN=ghrB PE=1 SV=3;42,659;true;2;1;0;0;0;-1;1;1;1;1;3;3;1;1;;1;;;;;1;1;;;1;1;0;1;;;;0;1;1;0;0;590954,31;489303,03;383235,28;611337,69;;;;206837,5;516682,69;671153,06;472107,03;569271,94;507010,19;433281,22;361428,12;565123,5;;;;206360,17;529705,5;673301,75;475556,56;569271,94
67912;1;sp|P05042|FUMC_ECOLI;;sp|P05042|FUMC_ECOLI Fumarate hydratase class II OS=Escherichia coli (strain K12) OX=83333 GN=fumC PE=1 SV=1;55,412;true;2;1;0;0;0;-1;2;2;2;2;7;7;;1;;;;;;;;2;;;0;1;0;0;0;0;0;0;0;2;0;0;704335,62;592324,44;563837;530652,06;319487,84;432092;462381,19;267328,91;728180,25;650101,94;284972,28;622512,88;604285,88;524507,38;531753,12;490537,31;325908,59;437816,88;456306,62;266711,97;746533,75;652183,25;287054,5;622512,88
67918;1;sp|P23883|PUUC_ECOLI;;sp|P23883|PUUC_ECOLI NADP/NAD-dependent aldehyde dehydrogenase PuuC OS=Escherichia coli (strain K12) OX=83333 GN=puuC PE=1 SV=2;56,755;true;2;1;0;0;0;-1;2;2;2;2;3;3;;;;;;;;;;1;1;;0;0;0;0;0;;0;0;0;1;1;0;850792,12;977065,5;701261,31;939597;417579,38;;220638,17;289316,41;853768;786272,19;652352,31;906224,88;729938,44;865198,25;661357,62;868568;425971,47;;217739,53;288648,72;875286,94;788789,44;657118,88;906224,88
67919;1;sp|P0AES9|HDEA_ECOLI;;sp|P0AES9|HDEA_ECOLI Acid stress chaperone HdeA OS=Escherichia coli (strain K12) OX=83333 GN=hdeA PE=1 SV=1;97,076;true;2;1;0;0;0;-1;2;2;2;2;27;27;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;2;1;4;2;1;2079865;2835009,75;2549446,25;2374877,5;750930;1008350,56;1128018,62;1021634,88;2415502,5;2385491;2069640,75;2936264,5;1784423,5;2510420,75;2404375,75;2195348,25;766021,44;1021710,31;1113199,25;1019277,19;2476384,5;2393128,25;2084763;2936264,5
67936;1;sp|P36683|ACNB_ECOLI;;sp|P36683|ACNB_ECOLI Aconitate hydratase B OS=Escherichia coli (strain K12) OX=83333 GN=acnB PE=1 SV=3;1472,766;true;2;1;0;0;0;-1;30;30;30;30;416;416;20;19;18;16;11;9;10;9;19;18;19;22;21;19;18;17;11;9;10;10;21;19;20;22;36841804;35448068;34505020;35064336;17646226;17680716;18105170;18984048;35410024;39177612;36883980;35937788;31608476;31389504;32541586;32413636;18000862;17914972;17867314;18940238;36302516;39303036;37153488;35937788
67940;1;sp|P33570|TKT2_ECOLI;;sp|P33570|TKT2_ECOLI Transketolase 2 OS=Escherichia coli (strain K12) OX=83333 GN=tktB PE=1 SV=1;53,167;true;2;1;0;0;0;-1;1;1;1;1;3;3;;;;1;;;;;;;;;0;0;0;1;;;0;;0;0;;0;267005,72;318668,66;515377,19;258934,58;;;160999,78;;403813;289957,03;;298929,16;229077,98;282183,31;486050,81;239360,36;;;158884,64;;413990,97;290885,31;;298929,16
67951;1;sp|P0A6F9|CH10_ECOLI;;sp|P0A6F9|CH10_ECOLI 10 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=groS PE=1 SV=1;246,232;true;2;1;0;0;0;-1;6;6;6;6;93;93;5;5;5;4;3;4;4;4;4;5;5;6;5;5;5;4;3;4;4;4;4;5;5;6;14577433;14357351;12872147;12260050;5550947;6102334;6587510;7524605;13339775;15058110;15578361;14230499;12506732;12713534;12139686;11333248;5662504,5;6183185,5;6500967;7507240,5;13676000;15106318;15692188;14230499
67963;1;sp|P37685|ALDB_ECOLI;;sp|P37685|ALDB_ECOLI Aldehyde dehydrogenase B OS=Escherichia coli (strain K12) OX=83333 GN=aldB PE=1 SV=2;492,239;true;2;1;0;0;0;-1;12;12;12;12;137;137;5;5;8;7;4;3;2;3;7;7;6;8;6;8;10;10;4;3;2;3;8;7;9;10;10048459;10912600;12441035;11087932;4362908;3823490,5;4148581,5;4439066;9636943;11448818;11535632;10364091;8621091;9663184;11733106;10249738;4450589,5;3874148,75;4094079,75;4428821,5;9879839;11485471;11619918;10364091
67981;1;sp|P0A6A3|ACKA_ECOLI;;sp|P0A6A3|ACKA_ECOLI Acetate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ackA PE=1 SV=1;156,136;true;2;1;0;0;0;-1;3;3;3;3;36;36;2;1;2;1;;;;;3;2;2;2;2;1;2;1;0;0;0;0;3;2;3;2;2668162,5;2132041,25;1733911;2125780,25;571293,19;226677,94;471180,88;844501,88;2250243,5;1955528;2382958,25;2435019;2289154,5;1887937,38;1635246,75;1965081,5;582774,5;229681,23;464990,72;842553;2306960;1961788,5;2400369,75;2435019
67994;1;sp|P0AE52|BCP_ECOLI;;sp|P0AE52|BCP_ECOLI Peroxiredoxin Bcp OS=Escherichia coli (strain K12) OX=83333 GN=bcp PE=1 SV=1;67,014;true;2;1;0;0;0;-1;2;2;2;2;12;12;;;1;1;;;;;1;;2;1;;0;1;1;;;0;;1;0;2;1;;879102;1053197,88;967036,75;;;144625,25;;1182463,5;673650,81;1312379,75;998465,62;;778450,88;993268;893933,38;;;142725,23;;1212267,12;675807,5;1321969;998465,62
68002;1;sp|P0A7T7|RS18_ECOLI;;sp|P0A7T7|RS18_ECOLI 30S ribosomal protein S18 OS=Escherichia coli (strain K12) OX=83333 GN=rpsR PE=1 SV=2;64,955;true;2;1;0;0;0;-1;1;1;1;1;31;31;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;3554081,5;4103699,25;4109275;4476411;2099770;1795678,12;1973127,75;2159273,5;3339949,75;4650238,5;4541368,5;4285992;3049229,75;3633854;3875446;4138015,75;2141969;1819469,38;1947205,75;2154290,5;3424132;4665126;4574551;4285992
68021;1;sp|P60422|RL2_ECOLI;;sp|P60422|RL2_ECOLI 50S ribosomal protein L2 OS=Escherichia coli (strain K12) OX=83333 GN=rplB PE=1 SV=2;384,329;true;2;1;0;0;0;-1;10;10;11;11;227;227;7;6;5;4;4;3;3;3;5;6;7;4;9;8;10;8;7;4;4;6;8;11;9;9;17410184;13827654;13957063;15079871;6962477;7167087;7483398;7690871,5;14519726;16885354;16077894;16928758;14937095;12244482;13162867;13939904;7102401,5;7262045,5;7385084,5;7673123;14885690;16939410;16195369;16928758
68060;1;sp|P0AG80|UGPB_ECOLI;;sp|P0AG80|UGPB_ECOLI sn-glycerol-3-phosphate-binding periplasmic protein UgpB OS=Escherichia coli (strain K12) OX=83333 GN=ugpB PE=1 SV=1;138,354;true;2;1;0;0;0;-1;5;5;5;5;32;32;1;1;1;2;;;;1;2;2;3;;1;1;2;2;0;0;0;1;2;2;3;0;3365839,25;2397474,25;2737274,5;2682412,5;1421962,25;1319624,75;1290523,5;1475513;3104075,25;3261990,5;2710712,25;2590074;2887727;2122980;2581516;2479635;1450539,5;1337108,75;1273569,25;1472108;3182312,5;3272433,75;2730518,5;2590074
68075;1;sp|P0AD61|KPYK1_ECOLI;;sp|P0AD61|KPYK1_ECOLI Pyruvate kinase I OS=Escherichia coli (strain K12) OX=83333 GN=pykF PE=1 SV=1;417,313;true;2;1;0;0;0;-1;8;8;8;8;108;108;6;5;7;5;3;3;3;4;5;4;5;6;7;5;7;5;3;3;4;5;5;5;5;6;8655229;7830670,5;7335056;7605231;3769432;3224226,25;3612346;3206645,25;7020758;7497286,5;7489258,5;7893067;7425767,5;6934113;6917670;7030312;3845186,5;3266944,25;3564889;3199245;7197713,5;7521289;7543980,5;7893067
68082;1;sp|P0A8N3|SYK1_ECOLI;;sp|P0A8N3|SYK1_ECOLI Lysine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=lysS PE=1 SV=2;213,388;true;2;1;1;0;0;-1;7;7;7;7;12;12;;;;1;;;;;3;2;;2;0;0;0;1;0;0;0;0;3;2;0;2;2176835,25;2017238,25;1632636,25;2432702;1296131,88;953599,81;809587,75;760266,75;1759043,75;2215590;1514232;2064013,75;1867619,38;1786278,5;1539734,62;2248801,25;1322180,38;966234,25;798951,75;758512,25;1803379,75;2222683,5;1525296;2064013,75
68097;1;sp|P00960|SYGA_ECOLI;;sp|P00960|SYGA_ECOLI Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=1 SV=2;35,948;true;2;1;0;0;0;-1;1;1;1;1;5;5;;;1;;;;;;;;;;0;0;1;0;;0;0;;0;0;0;0;469249,44;502622,25;566984,94;503605,41;;158933,09;173565,14;;422222,22;415552,25;234521,16;515436,72;402593,31;445075,5;534721,94;465535,25;;161038,83;171284,92;;432864,19;416882,62;236234,73;515436,72
68120;1;sp|P23721|SERC_ECOLI;;sp|P23721|SERC_ECOLI Phosphoserine aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=serC PE=1 SV=4;19,497;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;0;0;;0;0;0;0;0;425196,47;236259,17;280641,47;491878,97;243278,23;308064,38;;440558,84;362828,53;292071,56;200192,94;547510,75;364797,97;209209,14;264672,19;454695,28;248167,41;312145,97;;439542,12;371973,5;293006,62;201655,69;547510,75
68132;1;sp|P0C8J6|GATY_ECOLI;;sp|P0C8J6|GATY_ECOLI D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) OX=83333 GN=gatY PE=1 SV=1;112,988;true;2;1;0;0;0;-1;3;3;3;3;29;29;2;2;2;1;1;;1;;2;1;1;2;2;2;2;1;1;0;1;0;2;1;1;2;1863980,25;1571544,38;1066463,75;1346667,75;661224,12;692877,5;576517,5;650079,25;994644,88;1079108,88;1303189,5;1447307,5;1599204,75;1391613,5;1005779,06;1244866,25;674512,75;702057,5;568943,5;648579;1019714,5;1082563,62;1312711,5;1447307,5
68167;1;sp|P05020|PYRC_ECOLI;;sp|P05020|PYRC_ECOLI Dihydroorotase OS=Escherichia coli (strain K12) OX=83333 GN=pyrC PE=1 SV=2;34,515;true;2;1;0;0;0;-1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68176;1;sp|P0AC62|GLRX3_ECOLI;;sp|P0AC62|GLRX3_ECOLI Glutaredoxin 3 OS=Escherichia coli (strain K12) OX=83333 GN=grxC PE=1 SV=2;23,162;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;1;0;519989,69;699547,44;650820,38;461534,06;293754,75;433036,56;291479,72;208759,92;631527;819018,12;411802,34;578638,38;446125,97;619454,12;613786,88;426644,31;299658,34;438773,94;287650,41;208278,16;647444,44;821640,19;414811,25;578638,38
68182;1;sp|P0AC41|SDHA_ECOLI;;sp|P0AC41|SDHA_ECOLI Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) OX=83333 GN=sdhA PE=1 SV=1;422,184;true;2;1;0;0;0;-1;10;9;10;9;78;62;1;6;5;4;;;1;;6;5;6;7;1;6;5;4;0;0;1;0;6;6;6;7;5628165,5;5092933,5;4831180,5;4982426,5;2655680,75;1767693;1718636,5;2033511,12;5452884;5944668;5061888,5;5844412;4828694;4509828,5;4556273;4605779,5;2709052;1791113,38;1696057,88;2028818,25;5590322;5963700;5098874,5;5844412
68184;1;sp|P0ACI6|ASNC_ECOLI;;sp|P0ACI6|ASNC_ECOLI Regulatory protein AsnC OS=Escherichia coli (strain K12) OX=83333 GN=asnC PE=1 SV=1;134,262;true;2;1;0;0;0;-1;4;4;4;4;30;30;2;1;3;1;;;1;;2;3;1;1;2;1;3;1;0;0;1;0;2;3;1;1;4072351;2950272;2770425,75;3936223,25;2157991,75;1636482,75;2527036,75;2014619,75;4031730,5;4375956,5;4507161,5;3697618;3493880;2612486,25;2612781;3638664;2201361;1658164,75;2493838;2009970,38;4133348,75;4389966,5;4540094;3697618
68190;1;sp|P0A8F0|UPP_ECOLI;;sp|P0A8F0|UPP_ECOLI Uracil phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=upp PE=1 SV=1;122,763;true;2;1;0;0;0;-1;4;4;4;4;16;16;1;;1;;;;;;;2;1;1;1;0;1;0;0;0;0;0;0;2;1;2;1365885,62;913574,31;1808926,25;1084393;911217,06;698776,31;745430,25;644920,5;965082,25;1508512,38;1574424;1425550,25;1171863,62;808976,38;1705993,38;1002418,06;929529,81;708034,5;735637,12;643432,12;989406,75;1513341,88;1585927,88;1425550,25
68192;1;sp|P0AEZ3|MIND_ECOLI;;sp|P0AEZ3|MIND_ECOLI Septum site-determining protein MinD OS=Escherichia coli (strain K12) OX=83333 GN=minD PE=1 SV=2;21,022;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;1;;;0;0;0;;0;;0;;;1;;;431330,88;416133,78;295527,56;;300211,84;;290803,28;;;556191,31;;;370061;368489,34;278711,22;;306245,22;;286982,84;;;557971,94;;
68193;1;sp|P25738|MSYB_ECOLI;;sp|P25738|MSYB_ECOLI Acidic protein MsyB OS=Escherichia coli (strain K12) OX=83333 GN=msyB PE=4 SV=1;92,64;true;2;1;0;0;0;-1;2;2;2;2;8;8;;;;1;;;;;1;1;;;0;0;0;1;;0;0;0;1;1;0;0;1535547,12;1696758,75;1392969,75;2163408,75;;841630,75;725323,62;403433,5;2215767,75;1669599,75;1838980;2071027,62;1317425,12;1502491,62;1313705,88;1999865,5;;852781,62;715794,69;402502,47;2271615,5;1674945;1852416,88;2071027,62
68202;1;sp|P0A6L2|DAPA_ECOLI;;sp|P0A6L2|DAPA_ECOLI 4-hydroxy-tetrahydrodipicolinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=dapA PE=1 SV=1;30,529;true;2;1;0;0;0;-1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68209;1;sp|P0A7N4|RL32_ECOLI;;sp|P0A7N4|RL32_ECOLI 50S ribosomal protein L32 OS=Escherichia coli (strain K12) OX=83333 GN=rpmF PE=1 SV=2;59,369;true;2;1;0;0;0;-1;1;1;1;1;10;10;;;1;1;;;;;;1;;;;0;1;1;;;;;0;1;0;0;;526243,94;826874,19;397160,81;;;;;541144,44;592281,5;502818,5;487328,75;;465992,66;779822,75;367137,38;;;;;554783,81;594177,69;506492,44;487328,75
68213;1;sp|P0A9A6|FTSZ_ECOLI;;sp|P0A9A6|FTSZ_ECOLI Cell division protein FtsZ OS=Escherichia coli (strain K12) OX=83333 GN=ftsZ PE=1 SV=1;159,849;true;2;1;0;0;0;-1;4;4;4;4;24;24;1;1;1;3;;;;;2;2;1;1;1;1;1;3;0;0;0;0;2;2;1;1;1670609,88;1392458,12;1310662,5;1490309;637632,5;622399,19;720725,88;639796,06;1449785,38;1391954,12;1369126,25;1391567,62;1433302,38;1233031,38;1236082,25;1377648,75;650447,06;630645,44;711257,38;638319,56;1486326,75;1396410,5;1379130;1391567,62
68218;1;sp|P0ADY3|RL14_ECOLI;;sp|P0ADY3|RL14_ECOLI 50S ribosomal protein L14 OS=Escherichia coli (strain K12) OX=83333 GN=rplN PE=1 SV=1;191,934;true;2;1;0;0;0;-1;3;3;3;3;50;50;3;2;2;2;;;;;2;3;2;3;3;2;2;2;0;0;0;0;2;3;2;3;3158613;2931082,5;3261830;2345715,75;853768,44;626883,19;785816,06;1100703,62;3223341;2824598,5;2425336;3139629,5;2709937;2595494;3076222,75;2168390,75;870926,62;635188,88;775492,38;1098163,5;3304584,25;2833641,5;2443057;3139629,5
